Life Satisfaction,wea,web,wec,wed,wee,wef,weg,weh,wei,wej,income,OldChild,SmallChild,job,gender,employ,children_,state,confirmed_x,deaths_x,school_closing_x,workplace_closing_x,cancel_events_x,gatherings_restrictions_x,transport_closing_x,stay_home_restrictions_x,internal_movement_restrictions_x,testing_policy_x,contact_tracing_x,demo_age,demo_marital_status_2017,No. Children
7,No,No,No,No,No,No,No,No,No,Yes,Middle-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,24777,1357,3,2,2,4,0,2,1,2,1,38,Single/Never been married,0
4,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Middle-Income,1,1,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OK,4613,274,3,2,2,4,1,1,1,3,1,40,Married,2
8,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OK,4613,274,3,2,2,4,1,1,1,3,1,52,Married,0
9,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,1,1,Community/Social Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OR,3286,130,3,2,2,4,0,2,1,1,1,44,Married,2
7,Yes,No,No,No,No,Yes,No,No,No,No,Low-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed part-time (i.e. worked less than 35-hours for pay),No,OR,3286,130,3,2,2,4,0,2,1,1,1,64,Divorced,0
7,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Middle-Income,1,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,OR,3286,130,3,2,2,4,0,2,1,1,1,49,Married,2
5,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Low-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OR,3286,130,3,2,2,4,0,2,1,1,1,48,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,College or University,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,OR,3286,130,3,2,2,4,0,2,1,1,1,64,Married,0
5,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,High-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,58,Married,0
6,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,High-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,58,Married,0
6,No,No,Yes,Yes,No,Yes,No,No,No,Yes,High-Income,1,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,PA,57154,3731,3,2,2,4,2,2,1,1,1,53,Married,1
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,63,Married,0
8,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,Insurance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,62,Married,0
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,65,Domestic partnership/Living with partner (not legally married),0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,62,Divorced,0
5,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Middle-Income,,,Manufacturing,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,57154,3731,3,2,2,4,2,2,1,1,1,66,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,RI,11788,430,3,3,2,4,0,1,2,3,1,47,Married,0
8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,High-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,SC,7653,331,3,2,2,4,1,1,1,2,2,62,Married,0
5,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Low-Income,1,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,SC,7653,331,3,2,2,4,1,1,1,2,2,37,Married,1
8,No,No,Yes,No,No,No,Yes,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,SD,3614,34,3,1,1,0,0,1,1,2,1,64,Married,0
5,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Middle-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,15544,251,3,2,2,3,1,1,1,3,1,61,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,15544,251,3,2,2,3,1,1,1,3,1,62,Married,0
4,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Real Estate,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,15544,251,3,2,2,3,1,1,1,3,1,61,Married,0
7,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,58,Divorced,0
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,58,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,59,Single/Never been married,0
5,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,50,Domestic partnership/Living with partner (not legally married),0
5,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,54,Married,0
8,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Low-Income,1,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,39869,1100,3,2,2,4,0,1,2,2,1,32,Single/Never been married,2
9,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,39869,1100,3,2,2,4,0,1,2,2,1,35,Married,2
8,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Finance,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,50,Married,0
9,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,71,Married,0
8,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,39869,1100,3,2,2,4,0,1,2,2,1,67,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,UT,6362,68,3,1,1,3,0,1,1,2,2,52,Married,0
7,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,UT,6362,68,3,1,1,3,0,1,1,2,2,56,Married,0
6,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Middle-Income,1,,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VA,25070,850,3,3,2,4,0,2,2,1,1,46,Married,2
5,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,High-Income,1,1,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VA,25070,850,3,3,2,4,0,2,2,1,1,66,Divorced,2
1,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Low-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,VA,25070,850,3,3,2,4,0,2,2,1,1,50,Single/Never been married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,VA,25070,850,3,3,2,4,0,2,2,1,1,57,Married,1
6,No,No,Yes,Yes,No,No,No,No,Yes,No,Middle-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,VA,25070,850,3,3,2,4,0,2,2,1,1,74,Married,0
7,Yes,Yes,No,Yes,No,Yes,No,No,No,No,High-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,17763,931,3,2,2,4,1,2,1,1,1,59,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,0,1,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,WA,17763,931,3,2,2,4,1,2,1,1,1,42,Single/Never been married,2
6,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,17763,931,3,2,2,4,1,2,1,1,1,52,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,17763,931,3,2,2,4,1,2,1,1,1,57,Single/Never been married,0
7,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Middle-Income,,,Law,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,17763,931,3,2,2,4,1,2,1,1,1,49,Single/Never been married,0
7,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,17763,931,3,2,2,4,1,2,1,1,1,69,Married,0
7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,High-Income,1,0,Arts/Design/Entertainment/Sports/Media,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WA,17763,931,3,2,2,4,1,2,1,1,1,55,Married,0
6,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Training or Library,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,WI,11920,409,3,2,2,4,1,2,1,3,1,69,Married,0
3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,11920,409,3,2,2,4,1,2,1,3,1,70,Married,0
3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Middle-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,11920,409,3,2,2,4,1,2,1,3,1,49,Married,0
6,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,WI,11920,409,3,2,2,4,1,2,1,3,1,51,Married,1
9,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,WI,11920,409,3,2,2,4,1,2,1,3,1,50,Married,0
7,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Low-Income,,,Training or Library,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,WV,1366,54,3,2,2,3,0,1,1,2,2,69,Single/Never been married,0
1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,High-Income,1,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AK,383,10,3,1,1,3,2,1,2,2,2,53,Married,1
8,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Professional Services,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,AR,4164,95,3,2,1,3,1,1,2,2,1,66,Married,0
6,Yes,No,No,Yes,No,Yes,Yes,No,No,No,High-Income,0,1,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,AZ,11736,562,3,2,2,0,1,2,2,2,1,35,Married,1
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,AZ,11736,562,3,2,2,0,1,2,2,2,1,57,Married,0
8,No,No,No,No,Yes,No,Yes,No,No,No,Middle-Income,1,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,AZ,11736,562,3,2,2,0,1,2,2,2,1,54,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,0,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,CA,69382,2847,3,2,2,4,0,1,1,2,1,49,Married,1
10 - Best possible,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,69382,2847,3,2,2,4,0,1,1,2,1,69,Married,0
6,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,69382,2847,3,2,2,4,0,1,1,2,1,51,Single/Never been married,0
7,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,CA,69382,2847,3,2,2,4,0,1,1,2,1,65,Separated,0
9,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,1,Health Care,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,CA,69382,2847,3,2,2,4,0,1,1,2,1,56,Married,1
5,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Low-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CO,20157,1009,3,2,2,4,1,1,1,1,1,33,Domestic partnership/Living with partner (not legally married),0
6,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Low-Income,,,Arts/Design/Entertainment/Sports/Media,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,CT,34333,3041,3,3,2,4,1,1,1,2,1,58,Married,0
7,Yes,Yes,No,Yes,No,Yes,No,No,No,No,High-Income,1,1,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,CT,34333,3041,3,3,2,4,1,1,1,2,1,48,Married,2
6,No,Yes,No,Yes,No,No,No,No,No,No,Middle-Income,,,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,CT,34333,3041,3,3,2,4,1,1,1,2,1,65,Married,0
7,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,DE,6741,334,3,2,2,4,1,2,2,2,2,57,Married,0
8,Yes,No,No,Yes,No,No,Yes,No,No,No,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,FL,40168,1849,3,3,2,4,1,2,2,1,1,35,Domestic partnership/Living with partner (not legally married),0
6,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,FL,40168,1849,3,3,2,4,1,2,2,1,1,50,Married,0
7,No,No,No,No,No,Yes,Yes,No,No,No,Low-Income,1,1,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,FL,40168,1849,3,3,2,4,1,2,2,1,1,27,Single/Never been married,1
4,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,1,1,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,FL,40168,1849,3,3,2,4,1,2,2,1,1,60,Married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,FL,40168,1849,3,3,2,4,1,2,2,1,1,55,Married,1
4,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Low-Income,1,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,GA,34635,1461,3,2,2,4,1,2,1,3,2,54,Married,4
7,Yes,No,Yes,No,No,Yes,No,No,No,No,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,GA,34635,1461,3,2,2,4,1,2,1,3,2,50,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,GA,34635,1461,3,2,2,4,1,2,1,3,2,40,Married,2
6,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Middle-Income,,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,GA,34635,1461,3,2,2,4,1,2,1,3,2,61,Married,0
7,No,No,No,Yes,No,Yes,No,Yes,No,Yes,High-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,GA,34635,1461,3,2,2,4,1,2,1,3,2,43,Married,1
7,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,1,0,Warehousing/Logistics,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,ID,2260,70,3,2,2,4,0,1,1,1,1,50,Married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,IL,83021,3601,3,3,2,4,0,2,2,2,1,67,Married,0
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,IL,83021,3601,3,3,2,4,0,2,2,2,1,33,Married,2
8,Yes,No,No,No,No,No,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,IN,25127,1578,3,3,2,4,1,1,1,2,1,56,Divorced,0
5,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,High-Income,,,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,KS,7116,158,3,2,2,4,1,1,1,2,1,55,Married,0
7,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,KS,7116,158,3,2,2,4,1,1,1,2,1,59,Married,0
9,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,KS,7116,158,3,2,2,4,1,1,1,2,1,64,Married,1
6,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Finance,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,KS,7116,158,3,2,2,4,1,1,1,2,1,62,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MA,79332,5141,3,3,2,4,1,1,1,2,2,63,Married,0
7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Middle-Income,,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MA,79332,5141,3,3,2,4,1,1,1,2,2,31,Married,1
5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MA,79332,5141,3,3,2,4,1,1,1,2,2,60,Married,0
7,Yes,No,No,No,No,Yes,No,Yes,No,No,Middle-Income,,1,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MD,34061,1834,3,3,2,4,2,2,2,1,1,43,Married,2
5,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Low-Income,,,Construction,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,MD,34061,1834,3,3,2,4,2,2,2,1,1,63,Divorced,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,55641,5188,3,2,2,1,1,2,2,2,1,32,Single/Never been married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,1,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MN,15043,614,3,2,2,4,0,2,1,2,1,51,Married,1
5,No,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MN,15043,614,3,2,2,4,0,2,1,2,1,54,Married,0
9,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,High-Income,1,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MN,15043,614,3,2,2,4,0,2,1,2,1,44,Married,2
7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MN,15043,614,3,2,2,4,0,2,1,2,1,43,Single/Never been married,0
6,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MN,15043,614,3,2,2,4,0,2,1,2,1,36,Single/Never been married,0
7,No,No,No,No,No,No,No,No,No,No,Middle-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MN,15043,614,3,2,2,4,0,2,1,2,1,42,Married,0
6,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,1,College or University,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MO,10006,524,3,2,2,4,0,2,1,1,1,34,Married,2
6,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Low-Income,,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MO,10006,524,3,2,2,4,0,2,1,1,1,32,Single/Never been married,2
7,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Middle-Income,1,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MS,9908,457,3,2,2,4,1,2,1,1,1,40,Divorced,1
7,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MS,9908,457,3,2,2,4,1,2,1,1,1,38,Married,0
8,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,Finance,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,15346,577,3,2,2,3,1,1,2,1,1,30,Single/Never been married,1
6,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NC,15346,577,3,2,2,3,1,1,2,1,1,60,Married,1
7,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,,,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,ND,1566,38,3,1,1,0,0,1,1,2,2,51,Married,0
6,No,No,No,Yes,No,No,No,No,No,Yes,Middle-Income,,1,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,NJ,140835,11138,3,3,2,4,1,2,1,3,1,51,Single/Never been married,1
0 - Worst possible,No,Yes,Yes,No,No,No,Yes,No,No,Yes,High-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,140835,11138,3,3,2,4,1,2,1,3,1,49,Married,0
7,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Middle-Income,,,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NM,5212,219,3,3,2,4,2,1,2,3,2,61,Divorced,0
